run_label,vx',vy',vz',r'',hue',gamma',m0'
P_3.0_V_0.01_T_0.5_C_0.05, 64164.457 1 +  23883.553 x + -569.492 y +  26878.055 z +  1911.291 r +  66446.969 hue + -9848.855 gamma +  64164.992 m0 + -61400.801 1/r^3 +  67101.578 sin(hue) +  37678.332 cos(hue) + -103206.219 m0/gamma + -52.620 K_sync +  1108.253 F_pauli_x +  7866.526 F_pauli_y +  6663.717 F_pauli_z + -1.952 F_torsion,-40586.816 1 + -17685.018 x + -155.293 y + -19334.301 z + -1268.586 r + -42045.719 hue +  6013.351 gamma + -40587.199 m0 +  39617.246 1/r^3 + -42665.043 sin(hue) + -23899.225 cos(hue) +  67241.586 m0/gamma +  35.950 K_sync + -86.024 F_pauli_x + -3433.405 F_pauli_y + -3545.248 F_pauli_z +  0.418 F_torsion,-86827.617 1 + -34869.566 x +  669.839 y + -37911.965 z + -1983.363 r + -90037.062 hue +  13145.392 gamma + -86828.539 m0 +  88239.773 1/r^3 + -91845.383 sin(hue) + -51278.422 cos(hue) +  156484.562 m0/gamma +  75.557 K_sync +  87.115 F_pauli_x + -9100.968 F_pauli_y + -6260.193 F_pauli_z +  1.015 F_torsion,-156437.141 1 + -70562.742 x + -2663.553 y + -62827.508 z +  3542.175 r + -162856.422 hue +  24514.676 gamma + -156439.938 m0 +  185602.781 1/r^3 + -170659.891 sin(hue) + -93814.352 cos(hue) +  371063.375 m0/gamma +  178.367 K_sync + -880.464 F_pauli_x + -14547.529 F_pauli_y + -7358.630 F_pauli_z +  11.806 F_torsion, 11.794 1 +  3.191 x + -0.055 y +  3.582 z +  0.256 r +  12.228 hue + -1.208 gamma +  11.795 m0 + -14.442 1/r^3 + -2.019 sin(hue) +  0.663 cos(hue) + -13.379 m0/gamma +  0.853 F_pauli_y +  0.645 F_pauli_z, 24413.615 1 +  8700.376 x + -657.960 y +  9834.682 z +  550.148 r +  25324.309 hue + -3744.374 gamma +  24413.885 m0 + -25090.201 1/r^3 +  25846.975 sin(hue) +  14422.346 cos(hue) + -45230.070 m0/gamma + -19.964 K_sync +  215.656 F_pauli_x +  2627.150 F_pauli_y +  1857.073 F_pauli_z + -0.442 F_torsion, 0.000
P_3.0_V_0.1_T_1.0_C_0.0, 24283.477 1 + -5657.953 x + -25496.916 y +  11510.144 z +  1236.089 r +  23832.582 hue + -862.758 gamma +  24284.529 m0 +  1927.871 1/r^3 +  26685.031 sin(hue) +  14250.129 cos(hue) +  71927.781 m0/gamma +  4.350 K_sync +  1030.893 F_pauli_x +  6594.769 F_pauli_y +  6784.210 F_pauli_z + -6.173 F_torsion,-9594.025 1 +  1342.569 x +  9555.627 y + -5442.012 z + -688.643 r + -9329.224 hue +  299.510 gamma + -9594.237 m0 + -2736.091 1/r^3 + -10060.702 sin(hue) + -5666.012 cos(hue) + -43417.480 m0/gamma + -0.661 K_sync + -78.426 F_pauli_x + -2842.267 F_pauli_y + -3651.721 F_pauli_z +  1.298 F_torsion,-24790.994 1 +  6038.900 x +  28326.936 y + -12821.722 z + -1235.708 r + -24225.834 hue +  477.565 gamma + -24791.900 m0 + -3947.313 1/r^3 + -26902.342 sin(hue) + -14594.101 cos(hue) + -89751.117 m0/gamma + -5.650 K_sync + -172.166 F_pauli_x + -7641.462 F_pauli_y + -6717.289 F_pauli_z +  7.590 F_torsion,-75798.562 1 +  33267.320 x +  63064.211 y +  5564.486 z +  6497.628 r + -76304.680 hue +  9645.127 gamma + -75805.383 m0 +  32873.590 1/r^3 + -90792.664 sin(hue) + -43375.938 cos(hue) +  77936.359 m0/gamma + -11.490 K_sync +  3191.100 F_pauli_x + -4987.658 F_pauli_y + -8653.138 F_pauli_z +  5.757 F_torsion, 4.114 1 + -1.376 x + -5.524 y +  1.926 z + -0.002 r +  3.659 hue + -0.153 gamma +  4.114 m0 + -0.680 1/r^3 +  8.248 sin(hue) +  4.318 cos(hue) +  7.805 m0/gamma +  0.004 F_pauli_x +  0.650 F_pauli_y +  0.757 F_pauli_z, 7716.998 1 + -1995.500 x + -8962.127 y +  3914.459 z +  354.069 r +  7562.762 hue + -137.460 gamma +  7717.332 m0 +  726.724 1/r^3 +  8502.354 sin(hue) +  4536.304 cos(hue) +  24087.463 m0/gamma +  1.926 K_sync +  273.998 F_pauli_x +  2080.827 F_pauli_y +  1907.150 F_pauli_z + -2.200 F_torsion, 0.000
P_3.0_V_0.01_T_1.0_C_0.0, 47053.531 1 +  50866.699 x +  17947.652 y +  40400.539 z + -7.046 r +  48499.051 hue + -6269.867 gamma +  47052.371 m0 + -46726.074 1/r^3 +  48939.027 sin(hue) +  28390.283 cos(hue) + -21823.086 m0/gamma +  50.633 K_sync +  1018.517 F_pauli_x +  11123.810 F_pauli_y +  6373.448 F_pauli_z +  0.802 F_torsion,-34707.883 1 + -36221.516 x + -11918.796 y + -29055.008 z +  115.032 r + -35945.297 hue +  4594.013 gamma + -34706.988 m0 +  43232.492 1/r^3 + -37037.500 sin(hue) + -21106.350 cos(hue) +  32995.703 m0/gamma + -35.570 K_sync + -367.269 F_pauli_x + -5889.429 F_pauli_y + -3402.461 F_pauli_z + -0.802 F_torsion,-53429.781 1 + -56308.250 x + -18809.385 y + -44915.512 z +  248.914 r + -55075.000 hue +  7068.083 gamma + -53428.445 m0 +  53153.832 1/r^3 + -55487.211 sin(hue) + -32166.324 cos(hue) +  24893.451 m0/gamma + -55.916 K_sync + -123.187 F_pauli_x + -12437.552 F_pauli_y + -6477.801 F_pauli_z + -1.675 F_torsion,-192633.188 1 + -62609.781 x +  13897.946 y + -57476.070 z +  7463.851 r + -202516.625 hue +  30765.416 gamma + -192627.859 m0 +  387146.000 1/r^3 + -214776.875 sin(hue) + -114994.641 cos(hue) +  465749.219 m0/gamma + -17.385 K_sync +  1896.453 F_pauli_x + -22557.146 F_pauli_y + -4962.447 F_pauli_z +  5.513 F_torsion, 0.441 1 +  5.307 x +  1.697 y +  4.266 z + -0.025 r +  0.199 hue + -0.830 gamma +  0.441 m0 + -1.957 1/r^3 +  22.337 sin(hue) +  10.318 cos(hue) + -4.604 m0/gamma +  0.043 F_pauli_x +  1.347 F_pauli_y +  0.675 F_pauli_z, 13693.327 1 +  14895.376 x +  5305.188 y +  11787.067 z + -13.828 r +  14102.074 hue + -1827.639 gamma +  13692.991 m0 + -12987.087 1/r^3 +  14175.994 sin(hue) +  8250.126 cos(hue) + -5171.349 m0/gamma +  14.857 K_sync +  260.426 F_pauli_x +  3423.489 F_pauli_y +  1842.616 F_pauli_z +  0.273 F_torsion, 0.000
P_3.0_V_0.1_T_1.0_C_0.01, 24283.477 1 + -5657.953 x + -25496.916 y +  11510.144 z +  1236.089 r +  23832.582 hue + -862.758 gamma +  24284.529 m0 +  1927.871 1/r^3 +  26685.031 sin(hue) +  14250.129 cos(hue) +  71927.781 m0/gamma +  4.350 K_sync +  1030.893 F_pauli_x +  6594.769 F_pauli_y +  6784.210 F_pauli_z + -6.173 F_torsion,-9594.025 1 +  1342.569 x +  9555.627 y + -5442.012 z + -688.643 r + -9329.224 hue +  299.510 gamma + -9594.237 m0 + -2736.091 1/r^3 + -10060.702 sin(hue) + -5666.012 cos(hue) + -43417.480 m0/gamma + -0.661 K_sync + -78.426 F_pauli_x + -2842.267 F_pauli_y + -3651.721 F_pauli_z +  1.298 F_torsion,-24790.994 1 +  6038.900 x +  28326.936 y + -12821.722 z + -1235.708 r + -24225.834 hue +  477.565 gamma + -24791.900 m0 + -3947.313 1/r^3 + -26902.342 sin(hue) + -14594.101 cos(hue) + -89751.117 m0/gamma + -5.650 K_sync + -172.166 F_pauli_x + -7641.462 F_pauli_y + -6717.289 F_pauli_z +  7.590 F_torsion,-75798.562 1 +  33267.320 x +  63064.211 y +  5564.486 z +  6497.628 r + -76304.680 hue +  9645.127 gamma + -75805.383 m0 +  32873.590 1/r^3 + -90792.664 sin(hue) + -43375.938 cos(hue) +  77936.359 m0/gamma + -11.490 K_sync +  3191.100 F_pauli_x + -4987.658 F_pauli_y + -8653.138 F_pauli_z +  5.757 F_torsion, 4.114 1 + -1.376 x + -5.524 y +  1.926 z + -0.002 r +  3.659 hue + -0.153 gamma +  4.114 m0 + -0.680 1/r^3 +  8.248 sin(hue) +  4.318 cos(hue) +  7.805 m0/gamma +  0.004 F_pauli_x +  0.650 F_pauli_y +  0.757 F_pauli_z, 7716.998 1 + -1995.500 x + -8962.127 y +  3914.459 z +  354.069 r +  7562.762 hue + -137.460 gamma +  7717.332 m0 +  726.724 1/r^3 +  8502.354 sin(hue) +  4536.304 cos(hue) +  24087.463 m0/gamma +  1.926 K_sync +  273.998 F_pauli_x +  2080.827 F_pauli_y +  1907.150 F_pauli_z + -2.200 F_torsion, 0.000
P_3.0_V_0.0_T_2.0_C_0.0, 65135.406 1 + -1462.094 x + -11435.196 y +  4318.657 z + -317.484 r +  67337.492 hue + -11931.034 gamma +  65132.070 m0 + -163879.812 1/r^3 +  63723.000 sin(hue) +  37018.223 cos(hue) + -122923.586 m0/gamma + -34.741 K_sync + -4261.498 F_pauli_x +  5532.111 F_pauli_y +  4589.925 F_pauli_z +  13.910 F_torsion,-39055.086 1 +  391.228 x +  6220.518 y + -2904.331 z +  64.688 r + -40421.387 hue +  7257.070 gamma + -39053.133 m0 +  106218.641 1/r^3 + -39711.852 sin(hue) + -22958.318 cos(hue) +  83266.625 m0/gamma +  22.544 K_sync +  2735.913 F_pauli_x + -2670.324 F_pauli_y + -1962.865 F_pauli_z + -7.765 F_torsion,-73639.766 1 +  3241.382 x +  13364.043 y + -2469.609 z +  1101.021 r + -76134.773 hue +  13750.899 gamma + -73636.000 m0 +  186484.562 1/r^3 + -72321.062 sin(hue) + -41999.809 cos(hue) +  140109.156 m0/gamma +  42.040 K_sync +  6019.501 F_pauli_x + -5776.644 F_pauli_y + -5027.840 F_pauli_z + -19.266 F_torsion,-206545.438 1 +  32454.533 x +  54164.465 y +  13689.046 z +  7752.554 r + -214790.234 hue +  40886.676 gamma + -206534.969 m0 +  738136.188 1/r^3 + -241644.094 sin(hue) + -137422.062 cos(hue) +  645634.750 m0/gamma +  140.146 K_sync +  8139.782 F_pauli_x + -10753.041 F_pauli_y + -2981.138 F_pauli_z + -15.705 F_torsion, 9.148 1 + -0.143 x +  0.607 y + -0.193 z +  0.179 r +  9.446 hue + -1.388 gamma +  9.149 m0 + -21.753 1/r^3 + -2.836 sin(hue) +  0.637 cos(hue) + -15.943 m0/gamma + -0.397 F_pauli_x +  0.797 F_pauli_y +  0.293 F_pauli_z, 18335.842 1 + -121.599 x + -3300.261 y +  1482.984 z + -127.982 r +  18944.113 hue + -3291.571 gamma +  18334.900 m0 + -44065.215 1/r^3 +  17541.869 sin(hue) +  10218.622 cos(hue) + -32174.332 m0/gamma + -9.529 K_sync + -1281.809 F_pauli_x +  1482.880 F_pauli_y +  1329.036 F_pauli_z +  4.443 F_torsion, 0.000
P_3.0_V_0.01_T_1.0_C_0.01, 47053.531 1 +  50866.699 x +  17947.652 y +  40400.539 z + -7.046 r +  48499.051 hue + -6269.867 gamma +  47052.371 m0 + -46726.074 1/r^3 +  48939.027 sin(hue) +  28390.283 cos(hue) + -21823.086 m0/gamma +  50.633 K_sync +  1018.517 F_pauli_x +  11123.810 F_pauli_y +  6373.448 F_pauli_z +  0.802 F_torsion,-34707.883 1 + -36221.516 x + -11918.796 y + -29055.008 z +  115.032 r + -35945.297 hue +  4594.013 gamma + -34706.988 m0 +  43232.492 1/r^3 + -37037.500 sin(hue) + -21106.350 cos(hue) +  32995.703 m0/gamma + -35.570 K_sync + -367.269 F_pauli_x + -5889.429 F_pauli_y + -3402.461 F_pauli_z + -0.802 F_torsion,-53429.781 1 + -56308.250 x + -18809.385 y + -44915.512 z +  248.914 r + -55075.000 hue +  7068.083 gamma + -53428.445 m0 +  53153.832 1/r^3 + -55487.211 sin(hue) + -32166.324 cos(hue) +  24893.451 m0/gamma + -55.916 K_sync + -123.187 F_pauli_x + -12437.552 F_pauli_y + -6477.801 F_pauli_z + -1.675 F_torsion,-192633.188 1 + -62609.781 x +  13897.946 y + -57476.070 z +  7463.851 r + -202516.625 hue +  30765.416 gamma + -192627.859 m0 +  387146.000 1/r^3 + -214776.875 sin(hue) + -114994.641 cos(hue) +  465749.219 m0/gamma + -17.385 K_sync +  1896.453 F_pauli_x + -22557.146 F_pauli_y + -4962.447 F_pauli_z +  5.513 F_torsion, 0.441 1 +  5.307 x +  1.697 y +  4.266 z + -0.025 r +  0.199 hue + -0.830 gamma +  0.441 m0 + -1.957 1/r^3 +  22.337 sin(hue) +  10.318 cos(hue) + -4.604 m0/gamma +  0.043 F_pauli_x +  1.347 F_pauli_y +  0.675 F_pauli_z, 13693.327 1 +  14895.376 x +  5305.188 y +  11787.067 z + -13.828 r +  14102.074 hue + -1827.639 gamma +  13692.991 m0 + -12987.087 1/r^3 +  14175.994 sin(hue) +  8250.126 cos(hue) + -5171.349 m0/gamma +  14.857 K_sync +  260.426 F_pauli_x +  3423.489 F_pauli_y +  1842.616 F_pauli_z +  0.273 F_torsion, 0.000
P_3.0_V_0.1_T_1.0_C_0.05, 24283.477 1 + -5657.953 x + -25496.916 y +  11510.144 z +  1236.089 r +  23832.582 hue + -862.758 gamma +  24284.529 m0 +  1927.871 1/r^3 +  26685.031 sin(hue) +  14250.129 cos(hue) +  71927.781 m0/gamma +  4.350 K_sync +  1030.893 F_pauli_x +  6594.769 F_pauli_y +  6784.210 F_pauli_z + -6.173 F_torsion,-9594.025 1 +  1342.569 x +  9555.627 y + -5442.012 z + -688.643 r + -9329.224 hue +  299.510 gamma + -9594.237 m0 + -2736.091 1/r^3 + -10060.702 sin(hue) + -5666.012 cos(hue) + -43417.480 m0/gamma + -0.661 K_sync + -78.426 F_pauli_x + -2842.267 F_pauli_y + -3651.721 F_pauli_z +  1.298 F_torsion,-24790.994 1 +  6038.900 x +  28326.936 y + -12821.722 z + -1235.708 r + -24225.834 hue +  477.565 gamma + -24791.900 m0 + -3947.313 1/r^3 + -26902.342 sin(hue) + -14594.101 cos(hue) + -89751.117 m0/gamma + -5.650 K_sync + -172.166 F_pauli_x + -7641.462 F_pauli_y + -6717.289 F_pauli_z +  7.590 F_torsion,-75798.562 1 +  33267.320 x +  63064.211 y +  5564.486 z +  6497.628 r + -76304.680 hue +  9645.127 gamma + -75805.383 m0 +  32873.590 1/r^3 + -90792.664 sin(hue) + -43375.938 cos(hue) +  77936.359 m0/gamma + -11.490 K_sync +  3191.100 F_pauli_x + -4987.658 F_pauli_y + -8653.138 F_pauli_z +  5.757 F_torsion, 4.114 1 + -1.376 x + -5.524 y +  1.926 z + -0.002 r +  3.659 hue + -0.153 gamma +  4.114 m0 + -0.680 1/r^3 +  8.248 sin(hue) +  4.318 cos(hue) +  7.805 m0/gamma +  0.004 F_pauli_x +  0.650 F_pauli_y +  0.757 F_pauli_z, 7716.998 1 + -1995.500 x + -8962.127 y +  3914.459 z +  354.069 r +  7562.762 hue + -137.460 gamma +  7717.332 m0 +  726.724 1/r^3 +  8502.354 sin(hue) +  4536.304 cos(hue) +  24087.463 m0/gamma +  1.926 K_sync +  273.998 F_pauli_x +  2080.827 F_pauli_y +  1907.150 F_pauli_z + -2.200 F_torsion, 0.000
P_3.0_V_0.01_T_1.0_C_0.05, 47053.531 1 +  50866.699 x +  17947.652 y +  40400.539 z + -7.046 r +  48499.051 hue + -6269.867 gamma +  47052.371 m0 + -46726.074 1/r^3 +  48939.027 sin(hue) +  28390.283 cos(hue) + -21823.086 m0/gamma +  50.633 K_sync +  1018.517 F_pauli_x +  11123.810 F_pauli_y +  6373.448 F_pauli_z +  0.802 F_torsion,-34707.883 1 + -36221.516 x + -11918.796 y + -29055.008 z +  115.032 r + -35945.297 hue +  4594.013 gamma + -34706.988 m0 +  43232.492 1/r^3 + -37037.500 sin(hue) + -21106.350 cos(hue) +  32995.703 m0/gamma + -35.570 K_sync + -367.269 F_pauli_x + -5889.429 F_pauli_y + -3402.461 F_pauli_z + -0.802 F_torsion,-53429.781 1 + -56308.250 x + -18809.385 y + -44915.512 z +  248.914 r + -55075.000 hue +  7068.083 gamma + -53428.445 m0 +  53153.832 1/r^3 + -55487.211 sin(hue) + -32166.324 cos(hue) +  24893.451 m0/gamma + -55.916 K_sync + -123.187 F_pauli_x + -12437.552 F_pauli_y + -6477.801 F_pauli_z + -1.675 F_torsion,-192633.188 1 + -62609.781 x +  13897.946 y + -57476.070 z +  7463.851 r + -202516.625 hue +  30765.416 gamma + -192627.859 m0 +  387146.000 1/r^3 + -214776.875 sin(hue) + -114994.641 cos(hue) +  465749.219 m0/gamma + -17.385 K_sync +  1896.453 F_pauli_x + -22557.146 F_pauli_y + -4962.447 F_pauli_z +  5.513 F_torsion, 0.441 1 +  5.307 x +  1.697 y +  4.266 z + -0.025 r +  0.199 hue + -0.830 gamma +  0.441 m0 + -1.957 1/r^3 +  22.337 sin(hue) +  10.318 cos(hue) + -4.604 m0/gamma +  0.043 F_pauli_x +  1.347 F_pauli_y +  0.675 F_pauli_z, 13693.327 1 +  14895.376 x +  5305.188 y +  11787.067 z + -13.828 r +  14102.074 hue + -1827.639 gamma +  13692.991 m0 + -12987.087 1/r^3 +  14175.994 sin(hue) +  8250.126 cos(hue) + -5171.349 m0/gamma +  14.857 K_sync +  260.426 F_pauli_x +  3423.489 F_pauli_y +  1842.616 F_pauli_z +  0.273 F_torsion, 0.000
P_3.0_V_0.0_T_2.0_C_0.01, 65135.406 1 + -1462.094 x + -11435.196 y +  4318.657 z + -317.484 r +  67337.492 hue + -11931.034 gamma +  65132.070 m0 + -163879.812 1/r^3 +  63723.000 sin(hue) +  37018.223 cos(hue) + -122923.586 m0/gamma + -34.741 K_sync + -4261.498 F_pauli_x +  5532.111 F_pauli_y +  4589.925 F_pauli_z +  13.910 F_torsion,-39055.086 1 +  391.228 x +  6220.518 y + -2904.331 z +  64.688 r + -40421.387 hue +  7257.070 gamma + -39053.133 m0 +  106218.641 1/r^3 + -39711.852 sin(hue) + -22958.318 cos(hue) +  83266.625 m0/gamma +  22.544 K_sync +  2735.913 F_pauli_x + -2670.324 F_pauli_y + -1962.865 F_pauli_z + -7.765 F_torsion,-73639.766 1 +  3241.382 x +  13364.043 y + -2469.609 z +  1101.021 r + -76134.773 hue +  13750.899 gamma + -73636.000 m0 +  186484.562 1/r^3 + -72321.062 sin(hue) + -41999.809 cos(hue) +  140109.156 m0/gamma +  42.040 K_sync +  6019.501 F_pauli_x + -5776.644 F_pauli_y + -5027.840 F_pauli_z + -19.266 F_torsion,-206545.438 1 +  32454.533 x +  54164.465 y +  13689.046 z +  7752.554 r + -214790.234 hue +  40886.676 gamma + -206534.969 m0 +  738136.188 1/r^3 + -241644.094 sin(hue) + -137422.062 cos(hue) +  645634.750 m0/gamma +  140.146 K_sync +  8139.782 F_pauli_x + -10753.041 F_pauli_y + -2981.138 F_pauli_z + -15.705 F_torsion, 9.148 1 + -0.143 x +  0.607 y + -0.193 z +  0.179 r +  9.446 hue + -1.388 gamma +  9.149 m0 + -21.753 1/r^3 + -2.836 sin(hue) +  0.637 cos(hue) + -15.943 m0/gamma + -0.397 F_pauli_x +  0.797 F_pauli_y +  0.293 F_pauli_z, 18335.842 1 + -121.599 x + -3300.261 y +  1482.984 z + -127.982 r +  18944.113 hue + -3291.571 gamma +  18334.900 m0 + -44065.215 1/r^3 +  17541.869 sin(hue) +  10218.622 cos(hue) + -32174.332 m0/gamma + -9.529 K_sync + -1281.809 F_pauli_x +  1482.880 F_pauli_y +  1329.036 F_pauli_z +  4.443 F_torsion, 0.000
P_3.0_V_0.1_T_2.0_C_0.0, 63292.512 1 + -7672.555 x + -14487.308 y +  1711.876 z +  1016.730 r +  72681.781 hue + -8173.908 gamma +  63303.750 m0 + -70619.094 1/r^3 + -4998.125 sin(hue) + -6295.773 cos(hue) + -59689.883 m0/gamma + -0.911 K_sync + -4892.910 F_pauli_x +  1654.584 F_pauli_y +  5404.246 F_pauli_z +  3.882 F_torsion,-43110.309 1 +  2878.396 x +  3129.920 y +  1111.308 z +  44.495 r + -50735.664 hue +  6111.371 gamma + -43117.379 m0 +  61421.996 1/r^3 +  11881.880 sin(hue) +  9804.517 cos(hue) +  62457.945 m0/gamma + -4.333 K_sync +  4244.694 F_pauli_x +  246.811 F_pauli_y + -2728.574 F_pauli_z + -5.180 F_torsion,-58116.934 1 +  9331.307 x +  15120.653 y + -595.771 z + -1094.413 r + -66311.656 hue +  7613.150 gamma + -58127.355 m0 +  55916.195 1/r^3 +  2298.017 sin(hue) +  4231.387 cos(hue) +  37388.367 m0/gamma +  4.372 K_sync +  6385.009 F_pauli_x + -2168.470 F_pauli_y + -5206.264 F_pauli_z + -2.606 F_torsion,-230961.969 1 +  3486.823 x + -17594.709 y +  23383.082 z +  7981.656 r + -286942.438 hue +  32110.645 gamma + -230995.625 m0 +  438288.250 1/r^3 +  175443.734 sin(hue) +  124953.805 cos(hue) +  486207.562 m0/gamma + -76.429 K_sync +  11083.348 F_pauli_x +  767.412 F_pauli_y + -6965.776 F_pauli_z + -11.768 F_torsion, 6.067 1 + -0.292 x + -0.414 y +  0.150 z +  0.142 r +  6.833 hue + -0.936 gamma +  6.067 m0 + -6.206 1/r^3 +  0.567 sin(hue) +  0.264 cos(hue) + -7.102 m0/gamma + -0.651 F_pauli_x +  0.274 F_pauli_y +  0.473 F_pauli_z, 15968.320 1 + -2587.554 x + -5017.431 y +  656.101 z +  356.148 r +  18144.031 hue + -1956.757 gamma +  15971.262 m0 + -14931.851 1/r^3 + -44.798 sin(hue) + -789.457 cos(hue) + -9873.877 m0/gamma + -1.310 K_sync + -1426.631 F_pauli_x +  568.492 F_pauli_y +  1420.451 F_pauli_z +  0.702 F_torsion, 0.000
P_3.0_V_0.01_T_2.0_C_0.0, 7336.436 1 + -5337.228 x + -2195.987 y +  3690.031 z +  5098.007 r +  7151.708 hue + -1404.901 gamma +  7336.097 m0 +  2908.147 1/r^3 +  5688.119 sin(hue) +  3877.451 cos(hue) +  47403.156 m0/gamma + -15.852 K_sync + -2363.348 F_pauli_x +  6872.805 F_pauli_y +  297.244 F_pauli_z + -15.813 F_torsion,-5965.397 1 +  4232.901 x +  2535.012 y + -1604.908 z + -2759.737 r + -5965.072 hue +  1079.200 gamma + -5965.273 m0 + -816.750 1/r^3 + -5062.068 sin(hue) + -3237.432 cos(hue) + -18685.146 m0/gamma +  15.940 K_sync +  2346.876 F_pauli_x + -4098.159 F_pauli_y +  1105.663 F_pauli_z +  8.652 F_torsion, 25.364 1 +  1353.692 x + -1114.609 y + -3568.659 z + -3878.149 r +  702.317 hue +  130.202 gamma +  26.045 m0 + -6951.105 1/r^3 +  1948.371 sin(hue) +  369.204 cos(hue) + -89754.828 m0/gamma + -4.756 K_sync +  3810.930 F_pauli_x + -5206.300 F_pauli_y + -2193.800 F_pauli_z +  6.752 F_torsion,-36723.438 1 +  5443.472 x +  8645.878 y +  1246.499 z +  705.247 r + -37988.723 hue +  7546.373 gamma + -36723.887 m0 +  7966.216 1/r^3 + -34478.914 sin(hue) + -20430.555 cos(hue) +  52840.832 m0/gamma +  60.792 K_sync +  5629.051 F_pauli_x + -7515.742 F_pauli_y + -558.290 F_pauli_z +  15.115 F_torsion, 3.249 1 + -0.421 x + -0.326 y +  0.389 z +  0.432 r +  3.419 hue + -0.308 gamma +  3.249 m0 + -0.649 1/r^3 + -3.385 sin(hue) + -0.810 cos(hue) +  3.861 m0/gamma + -0.368 F_pauli_x +  0.644 F_pauli_y +  0.149 F_pauli_z, 1287.914 1 + -1039.860 x + -169.403 y +  1143.245 z +  1406.473 r +  1190.388 hue + -266.391 gamma +  1287.788 m0 +  1180.541 1/r^3 +  811.500 sin(hue) +  645.504 cos(hue) +  16953.412 m0/gamma + -1.685 K_sync + -802.482 F_pauli_x +  1845.742 F_pauli_y +  86.321 F_pauli_z + -3.830 F_torsion, 0.000
P_3.0_V_0.0_T_2.0_C_0.05, 65135.406 1 + -1462.094 x + -11435.196 y +  4318.657 z + -317.484 r +  67337.492 hue + -11931.034 gamma +  65132.070 m0 + -163879.812 1/r^3 +  63723.000 sin(hue) +  37018.223 cos(hue) + -122923.586 m0/gamma + -34.741 K_sync + -4261.498 F_pauli_x +  5532.111 F_pauli_y +  4589.925 F_pauli_z +  13.910 F_torsion,-39055.086 1 +  391.228 x +  6220.518 y + -2904.331 z +  64.688 r + -40421.387 hue +  7257.070 gamma + -39053.133 m0 +  106218.641 1/r^3 + -39711.852 sin(hue) + -22958.318 cos(hue) +  83266.625 m0/gamma +  22.544 K_sync +  2735.913 F_pauli_x + -2670.324 F_pauli_y + -1962.865 F_pauli_z + -7.765 F_torsion,-73639.766 1 +  3241.382 x +  13364.043 y + -2469.609 z +  1101.021 r + -76134.773 hue +  13750.899 gamma + -73636.000 m0 +  186484.562 1/r^3 + -72321.062 sin(hue) + -41999.809 cos(hue) +  140109.156 m0/gamma +  42.040 K_sync +  6019.501 F_pauli_x + -5776.644 F_pauli_y + -5027.840 F_pauli_z + -19.266 F_torsion,-206545.438 1 +  32454.533 x +  54164.465 y +  13689.046 z +  7752.554 r + -214790.234 hue +  40886.676 gamma + -206534.969 m0 +  738136.188 1/r^3 + -241644.094 sin(hue) + -137422.062 cos(hue) +  645634.750 m0/gamma +  140.146 K_sync +  8139.782 F_pauli_x + -10753.041 F_pauli_y + -2981.138 F_pauli_z + -15.705 F_torsion, 9.148 1 + -0.143 x +  0.607 y + -0.193 z +  0.179 r +  9.446 hue + -1.388 gamma +  9.149 m0 + -21.753 1/r^3 + -2.836 sin(hue) +  0.637 cos(hue) + -15.943 m0/gamma + -0.397 F_pauli_x +  0.797 F_pauli_y +  0.293 F_pauli_z, 18335.842 1 + -121.599 x + -3300.261 y +  1482.984 z + -127.982 r +  18944.113 hue + -3291.571 gamma +  18334.900 m0 + -44065.215 1/r^3 +  17541.869 sin(hue) +  10218.622 cos(hue) + -32174.332 m0/gamma + -9.529 K_sync + -1281.809 F_pauli_x +  1482.880 F_pauli_y +  1329.036 F_pauli_z +  4.443 F_torsion, 0.000
