tick,phase_residual
214,0.03581113668902537
215,0.057024323949790234
216,0.02611266874818272
217,0.03655287752048023
218,0.03129792642448664
219,0.042354527409016254
220,0.08671799152444969
221,0.0027832494605024016
222,0.053553477419294594
223,0.007269693693307211
224,0.029777158938432326
225,0.06068267178374338
226,0.03987323348291554
227,0.016712852067876555
228,0.023637961223846725
229,0.05120848379840206
230,0.02267792797449327
231,0.04127943569461304
232,0.03752300899958883
233,0.02323721242122464
234,0.07880212143996282
235,0.048252048085902444
236,-0.005282313444643347
237,0.038592973208385443
238,0.021268019882479047
239,0.05118882779245647
240,0.01792274425890354
241,0.03110805084148657
242,0.04312880564356918
243,0.04996714146201568
244,0.008265821775603019
245,0.025198210389906217
246,0.02200262527657549
247,0.018045093114491016
248,0.06602779769590753
249,0.038422310388134845
250,0.004705928118496919
251,0.04787878484679117
252,0.07155965641645676
253,0.049357912628751555
254,-0.0020895877966451253
255,0.018199504412245826
256,0.05280599480508878
257,0.012895221706473796
258,0.03550313394070563
259,0.04169489815295054
260,0.0072364591595115504
261,0.024154835491166655
262,-0.039912264680789525
263,0.00399057751464418
264,0.018989767721569205
265,-0.0013541365748028743
266,0.055807789325149966
267,-0.005887544067697328
268,0.013467842493153883
269,0.024434765653728124
270,0.050194459793013804
271,-0.007801345989805836
272,0.04372398352670005
273,0.020208135100012698
274,-8.593407603640912e-05
275,0.028325119087882003
276,0.022601145882722166
277,0.006150654817032503
278,0.019084258964857513
279,0.009513401425684298
280,0.019019754412820195
281,0.029520080216298913
282,0.047524234533759716
283,-0.009427560657360834
284,0.05751273505846693
285,-0.02466785537332284
286,0.010858594390117651
287,0.02517964667617243
288,0.018550804837756174
289,-6.651062754223572e-06
290,0.007800021453553618
291,0.0016163786578865767
292,-0.0007981145276283828
293,0.027492906902965474
294,0.017151808955389473
295,-0.004337059537161708
296,0.027021810903376662
297,0.014683581865089475
298,0.024301758125151993
299,0.02014321244278946
300,-0.009523899815448086
301,-0.0046429611964301796
302,0.021010534853996725
303,0.017775464743001797
304,0.004652867436547131
305,0.0069197797777975
306,0.029628405503781954
307,-0.008254852219674414
308,0.014019633494896416
309,-0.001465364628751149
310,-0.0022745909428798813
311,0.023554906961566497
312,0.017587875766065394
313,0.016849812416820684
314,0.026189208788910925
315,-2.85535702249963e-07
316,0.012718744079246587
317,-0.00762551142604931
318,0.0045634318245070735
319,-0.005022283255774399
320,-0.0009787878715246405
321,0.008485440202685884
322,-0.020280765338212714
323,0.037433134104578825
324,-0.025032777317249476
325,-0.029693528982260065
326,0.017255674675410466
327,0.009430515665939731
328,0.005584102977481738
329,0.005173751495069672
330,-0.008132220164100725
331,-0.02632570943192755
332,-0.007357030078168503
333,-0.022907967407387392
334,0.009646986021621508
335,-0.01328624621371276
336,-0.027343697955219234
337,-0.017749042921754027
338,-0.0035491369493323866
339,-0.023567516270311346
340,-0.02922146301267021
341,-0.008386063063750424
342,-0.008841902093981766
343,-0.024360149134245723
344,-0.024120681733144855
345,-0.010536076888268742
346,-0.04461440478509501
347,-0.04427607050365505
348,-0.030968143836085447
349,-0.021339006928077994
350,-0.011321010072520923
351,0.011500619365392612
352,-0.0013188554631834472
353,-0.022134514290718423
354,-0.019777870055140295
355,-0.03990799565705417
356,-0.020685547827068617
357,-0.02654430311696506
358,-0.014770527267417344
359,-0.03822116300868235
360,-0.011739091879919158
361,0.008081490651980393
362,-0.02519349871058707
363,-0.015426767622457527
364,-0.010098482472544874
365,-0.03236374187050169
366,-0.02029301900963391
367,-0.024956079377044676
368,-0.02368494339680954
369,-0.04152663519482966
370,-0.026001603560245817
371,-0.016954559589591883
372,0.0016883198024364929
373,-0.008566429338267054
374,0.014897284945212627
375,-0.04392501719487818
376,-0.011540497152023578
377,-0.025726015054157104
378,0.014000197473965234
379,-0.04636185335766606
380,-0.047387331390751464
381,-0.04297469508862861
382,-0.07385560564016083
383,-0.042280502818829
384,-0.04733259033376941
385,-0.029523381123734215
386,-0.026074203989702078
387,0.004239317532011767
388,-0.014647069853457081
389,-0.045561701568682764
390,-0.052356601386165866
391,-0.024911165230693488
392,-0.06151197857695311
393,0.0011676058070177672
394,-0.012223476041772808
395,-0.045542919246419705
396,-0.07076560862378253
397,-0.009765332134910903
398,-0.0394697538522661
399,-0.012755090172026712
400,-0.06972867794128376
401,-0.050152549597429125
402,-0.038381283043837554
403,-0.03786380447912177
404,-0.048118104790917514
405,-0.026969264074359803
406,-0.06108419607552176
407,-0.042880928809216755
408,-0.03792497479492405
409,-0.030335626013224235
410,-0.02668155799144275
411,-0.06369205889733867
412,-0.072162742095281
413,-0.016204015851284517
414,-0.03538418993791792
415,-0.0572689157849034
416,-0.011540630536328266
417,-0.04051040602239289
418,-0.0194939013342605
419,-0.04198111374602001
420,-0.002363830123039666
421,-0.008714919175725984
422,-0.04903958426099774
423,-0.024863041545743005
424,-0.03161667143739648
425,-0.0173768367607822
426,-0.06426873969586097
427,-0.03146554686754648
428,-0.02422987329382852
429,-0.08078039992411631
430,-0.06947346709078825
431,-0.0867910462429832
432,-0.05158804462505055
433,-0.03203794811632453
434,-0.01652589864574157
435,-0.04527073326952695
436,-0.01435523193282956
437,-0.07469979325970788
438,-0.08133092439650627
439,-0.048535014813153664
440,-0.03989879471568966
441,-0.04838528354489268
442,-0.08922674237326109
443,-0.04980202520203294
444,-0.07424593653876291
445,-0.03489520205443117
446,-0.04108396578639839
447,-0.06733596255946152
448,-0.058933287507992566
449,-0.06995293637301236
450,-0.05013008782871829
451,-0.029876611811393578
452,-0.06879203358128666
453,-0.03908972906700865
454,-0.05986404144264179
455,-0.06519964957040872
456,-0.05156116979604769
457,-0.07019883670206269
458,-0.06063545465955699
459,-0.07358354849777513
460,-0.010390047523345443
461,-0.04903287026429921
462,-0.06378126881296399
463,-0.04555079915342984
464,-0.05211561407872127
465,-0.05432211392860844
466,-0.03764806655950644
467,-0.034804931883413145
468,-0.06058379909357475
469,-0.0615038336752933
470,-0.05549719682123793
471,-0.0960382806140976
472,-0.08030237306047228
473,-0.022654761151209728
474,-0.0170815877306836
475,-0.05494536023989647
476,-0.038412201213405384
477,-0.04369204411697366
478,0.011691853891060082
479,-0.02745799058489694
480,-0.052366582271407364
481,-0.06887280010046665
482,-0.08183970238261501
483,-0.04558531691295231
484,-0.0647204527712317
485,-0.07797240099028915
486,-0.06238772072456903
487,-0.07101121376829866
488,-0.01555647366663223
489,-0.03158063401161307
490,-0.049282083457548975
491,-0.019428037111902934
492,-0.04737894034410456
493,-0.06604648454109777
494,-0.018247930947247318
495,-0.03781695259639787
496,-0.06921995805921957
497,-0.05215684257386047
498,-0.06573263315277167
499,-0.0757416397906264
500,-0.029422662782524096
501,-0.009613654904153293
502,-0.07562433301140122
503,-0.036239825364226624
504,-0.06035354016206699
505,-0.056919941107089256
506,-0.05885733886470881
507,-0.06411660181480028
508,-0.04568899626396834
509,-0.06309640764874702
510,-0.04088159760078985
511,-0.04710419606639356
512,-0.05068248467079154
513,-0.06385429651622732
514,-0.05703337916445217
515,-0.030180507556920103
516,-0.03505583904583013
517,-0.06440663103845315
518,-0.042645737862827215
519,-0.029377036131701936
520,-0.0775608384084351
521,-0.0330690658888108
522,-0.056947888275368036
523,-0.03203821357973262
524,-0.05846579895510406
525,-0.07904436668461998
526,-0.07523938763939042
527,-0.04146438534058257
528,-0.0369649370583912
529,-0.059974806510343065
530,-0.02884152293564756
531,-0.07456451015698098
532,-0.04237230830850868
533,-0.06498353471774732
534,-0.05350835497837416
535,-0.03922803436627949
536,-0.05708463250126426
537,-0.047263845879869815
538,-0.01913929137015019
539,-0.05049147102203311
540,-0.02192438213649652
541,-0.060913088426941576
542,-0.027399762868272393
543,-0.008837569553229292
544,-0.0867711606459364
545,-0.05294177063385426
546,-0.025124317506172
547,-0.040384895750530475
548,-0.028555666173599198
549,-0.047709285158314484
550,-0.0335452205290616
551,-0.03803446816865224
552,-0.011205697346660173
553,-0.029109880727820767
554,-0.02707978356506877
555,-0.04169953218626241
556,-0.04284092723110172
557,-0.04136346753918199
558,-0.02444349076524324
559,-0.04036921983281642
560,-0.025767834755687783
561,0.010334038708974508
562,-0.013359011193870434
563,-0.03690642577955608
564,-0.005963087996423255
565,-0.0377472864919815
566,-0.06994372377370744
567,-0.0489354952281089
568,-0.06577926601696552
569,-0.03498051954483861
570,-0.027165909546090813
571,0.006413195254522205
572,-0.020155565844298923
573,-0.030652016835271245
574,-0.009255160596201656
575,-0.06963666005512059
576,-0.020269802993673765
577,-0.00913043237039075
578,-0.05368264850284345
579,-0.0007966189899582116
580,-0.016460180820799586
581,-0.031091953373756302
582,-0.009684365298145843
583,0.02352228099293057
584,-0.017803635465499894
585,-0.016023789165986263
586,-0.029720560405521963
587,-0.037073318009606615
588,-0.003010794868687782
589,-0.03627830656223991
590,-0.01726250849712399
591,-0.0277823160065174
592,-0.008183081484474294
593,-0.010621170568852478
594,0.003926380962232731
595,-0.026553068720582017
596,-0.021276927009469166
597,-0.03497980224976505
598,-0.023813952326201954
599,-0.006904143658071012
600,0.0011689974229607443
601,-0.03193330571862832
602,0.00438424383058976
603,0.01458830804474523
604,-0.003771073192233942
605,0.025982026836191704
606,-0.02654263617598944
607,-0.03547180236309759
608,-0.04566391151589202
609,0.02032159039328591
610,0.003979187913476361
611,-0.009727737203989659
612,-0.002523728234361304
613,-0.030139126378395588
614,0.0417802124164236
615,-0.004055171803121286
616,-0.003955803863229645
617,0.008868142774800471
618,0.004470069697979372
619,-0.00017484467755186223
620,-0.019963959249781057
621,0.00577336746765676
622,0.034483326317170035
623,0.024250389087231747
624,0.029705138272351512
625,-0.011883274356001543
626,-0.02095125790479059
627,-0.00317498465866907
628,0.0009552331561169926
629,0.02222456237315748
630,-0.0330085975700789
631,0.03193158036510694
632,-0.0013198391002884426
633,-0.006197741662613906
634,-0.017402880889849447
635,-0.029758883861237612
636,0.020300370393864238
637,0.005801643504268144
638,-0.020966041913250216
639,-0.020570990752211145
640,-0.0008882337432778824
641,0.039704183560607995
642,0.0016275864698077867
643,-0.022748467058689374
644,0.002893777795441709
645,0.0028476338982944506
646,-0.045142991553107234
647,0.008200600521042692
648,0.005158635150853653
649,0.0241913032304961
650,0.047735121303297684
651,0.03377504787453183
652,0.006352596986307429
653,-0.00991469689090652
654,0.06416724626349837
655,0.014367377798928728
656,0.013943235587109587
657,0.013662422183274583
658,0.018585478836850584
659,0.01221397271285777
660,0.00410382803806421
661,0.005114218881356648
662,0.01586905670594558
663,0.006126698693250377
664,0.003207650962793497
665,0.020060797228477957
666,0.013298481180202128
667,0.048941878367031
668,-0.03369527069186623
669,0.04161443699861578
670,0.0451641998807825
671,-0.02076913677940405
672,0.014299017975542904
673,0.01417593926626653
674,-0.006095651036796306
675,0.006945869937213377
676,0.0007360574095679785
677,0.05843605907890167
678,0.042544954919394196
679,0.049700842683497726
680,0.03913910883779515
681,0.002558088359734055
682,0.015079660794202145
683,0.0357859426947713
684,0.00198168081930767
685,0.041107348725848356
686,0.0224613305688524
687,0.020189154029507626
688,0.04231973265910702
689,0.03739795260938313
690,0.02170266490302841
691,0.05251499395172228
692,0.00811060818211852
693,0.042451090559983924
694,0.04239189405471663
695,0.024733377621871427
696,0.037838311960925186
697,0.006681593557253049
698,0.05056944867788471
699,0.028772699909585784
700,0.0223948695255587
701,0.05420481684455192
702,0.019509738473287925
703,0.0057960066799695835
704,0.0031978729649038175
705,0.046812446273400976
706,0.009441981811854246
707,0.07050126908908146
708,-0.0058819266297065464
709,0.07003348933598669
710,0.040668801350346166
711,0.034854634990166805
712,0.026227281853611065
713,0.04544143970362589
714,0.03703533135435572
715,0.060179592258400964
716,0.04071982548282859
717,0.041759182135120906
718,0.03179490177550539
719,0.038238325977214174
720,0.045839428570298824
721,0.0057822117738974
722,0.013320059094846407
723,0.05544320898416172
724,0.044285337674117485
725,0.0374743772235217
726,0.041804622280799626
727,0.04866533383580957
728,0.031192090896261748
729,0.026690576074814613
730,0.046438736133381855
731,0.02321528378002654
732,0.05120442450923453
733,0.009240023471732688
734,0.06412280533106743
735,0.05323528532790498
736,0.04914319516392921
737,0.06391128273120719
738,0.07779738880676951
739,0.06500128933018304
740,0.008117920163948439
741,0.01956088871359521
742,0.03286856454694563
743,0.04609472870181974
744,0.056129502450936924
745,0.03146028252837922
746,0.049904733353317514
747,0.0312513617877049
748,0.03431365088251672
749,0.01859111715106786
750,0.02843533391651886
751,0.02003727651631424
752,0.027719766301361037
753,0.06847160634155942
754,0.028567591843716593
755,0.10035525461072356
756,0.05772124430363865
757,0.05169409628321379
758,0.030967906031604236
759,0.06227413358326942
760,0.03688322707681884
761,0.05095938794293598
762,0.09983923858512658
763,0.04682984228072882
764,0.07184512419300468
765,0.034899860631792255
766,0.04836245449327887
767,0.08457216600329115
768,0.036705825547822694
769,0.08557822680088087
770,0.06356345040295952
771,0.03823329142887655
772,0.062200048759324916
773,0.06906729485409697
774,0.06211175541001472
775,0.018325444557749676
776,0.03523660527649537
777,0.044873408025999935
778,0.04837456176251237
779,0.06231113562152822
780,0.05348118728739533
781,0.023244761017622774
782,0.05757509101184566
783,0.062197337625547765
784,0.06119092188601956
785,0.07161521817638838
786,0.06667753757547086
787,0.05917718702047569
788,0.04857976284126577
789,0.016748351768596022
790,0.058539431474640316
791,0.0540753228232368
792,0.05532265569656119
793,0.024320628242607164
794,0.028194004238778037
795,0.07083274592953906
796,0.04892816267427392
797,0.06329388470224298
798,0.05016987693509412
799,0.05013331055048908
800,0.06823358845068905
801,0.03907179558740653
802,0.05123494428330386
803,0.039981930351332684
804,0.040447496255146785
805,0.04285904931164719
806,0.05338533398261163
807,0.039262958660515636
808,0.07384344239669216
809,0.030721689840886524
810,0.04475705765902712
811,0.03957567462510623
812,0.0771808217367292
813,0.05203850375274681
814,0.06860563248401591
815,0.01811407087183602
816,0.053018037799913896
817,0.06531663488143319
818,0.04901193287861498
819,0.06851335813271797
820,0.03669075883198118
821,0.07505155022669148
822,0.09266595106326754
823,0.03924993579003946
824,0.037410724346822875
825,0.07519790005432103
826,0.07752647618110045
827,0.03527806201289248
828,0.03712718201536934
829,0.039686328927511554
830,0.01821958146712913
831,0.026517612519645257
832,0.024585406848066243
833,0.02908537482980849
834,0.043516288237360014
835,0.04865851952727366
836,0.0747440762384298
837,0.023522453702784177
838,0.06292710170529281
839,0.03870767204011224
840,0.04174067121136537
841,0.05596455876860544
842,0.019747705233384236
843,0.04958009714826993
844,0.044986509793529424
845,0.051227888602262184
846,0.04687949604123653
847,0.08991527622420936
848,0.027763543110541425
849,0.029603421264593335
850,0.02746154510267923
851,0.028511816112221325
852,0.026566656710716105
853,0.06278383923325376
854,0.06709880260679776
855,0.026955131968384838
856,0.021400449603854146
857,0.047149570691830754
858,0.026346725082125065
859,0.04971600963905898
860,0.040778315310731665
861,0.006063782248628351
862,0.06698394039390214
863,0.07160295829433062
864,0.023077630977106176
865,0.02722384023141372
866,0.04033614812997612
867,0.04094548314538053
868,0.047061314223070944
869,0.07372521195428061
870,0.02960951695422818
871,0.01680654211996879
872,0.00480685073568533
873,0.01739214348584018
874,0.030962512768152373
875,0.06712735495806538
876,0.02049199357532881
877,0.034924916060920644
878,0.029722591688449478
879,0.05341780258070951
880,0.07978450816206052
881,0.01822148215742901
882,0.018640182874989038
883,0.04889946050277118
884,0.041238542389002875
885,0.0641165686980251
886,0.03843997725708509
887,0.01915188698303198
888,0.03772450690989495
889,0.04765657228554568
890,0.04146068644684152
891,0.03476256051064042
892,0.04551414905840308
893,0.04712772440828282
894,0.0509437755913941
895,0.03583124665355064
896,0.01906885474069216
897,0.02489741641800849
898,0.045643052065855574
899,0.004721738092943885
900,0.027979390439545854
901,0.012282560189685173
902,0.020265630152220732
903,0.044799199146001806
904,0.022589648454421123
905,0.01923202650624353
906,-0.009360029141681957
907,0.03229417943875312
908,0.029809069284984887
909,0.059693067747743814
910,0.00979935341840759
911,0.019863274028063357
912,0.019991742492469267
913,0.046075435362614846
914,0.012141307443826048
915,0.019147092221088423
916,0.025242678859263915
917,0.016333709623349214
918,0.0031883732222856252
919,0.015513152029882567
920,0.03261713070220774
921,-0.00987378119039648
922,0.012826881729975299
923,-0.0043249813428844555
924,0.033087346507826
925,-0.02176926382665382
926,-0.0029767717768990915
927,0.015252273409651934
928,0.038524116435709584
929,0.005403509214650609
930,-0.004881269358510882
931,0.043349447036475655
932,-0.02373096051414312
933,-0.039244312719093635
934,0.013034111156802718
935,-0.006305669967575573
936,-0.01718802299773606
937,0.016904657455629527
938,0.007114164199260991
939,-0.009543025089830263
940,-0.02436731670075
941,0.018188017709939407
942,0.013242920688679645
943,-0.0022446180504251895
944,0.036171667351631645
945,-0.02266266358370608
946,-0.03227124126776424
947,-0.01609849276666313
948,-0.0036714191846636815
949,0.001607998607970641
950,-0.008582277180217063
951,0.0027851620150591344
952,-0.029784698700127017
953,0.02362389295111577
954,-0.007391386476695192
955,0.016101164775924937
956,0.00011399059470430795
957,0.0018994576192299514
958,0.0036653719644491323
959,0.0007306036747245278
960,0.004138116136201894
961,0.017374811632614957
962,-0.00576879466866546
963,0.003990847910137806
964,-0.01247293139208147
965,0.01763620435080026
966,-0.025180791846536116
967,0.023880222290573846
968,-0.013426172094299773
969,-0.041721679546755305
970,-0.011025943022331338
971,-0.027689559494388782
972,0.0022652564514500234
973,-0.02807772754847579
974,-0.024425047548551744
975,-0.05376677430002431
976,-0.02549506928029789
977,-0.06539786776151604
978,-0.04906798401824922
979,-0.002649541766983352
980,-0.002607953289579773
981,-0.010279094419247821
982,-0.038590178900973396
983,-0.02066536849510907
984,-0.02024170639024985
985,-0.043793446679705486
986,0.008987378450173403
987,-0.003985668421779734
988,-0.026402371084530703
989,-0.021893345912249534
990,-0.01870913852981502
991,-0.06415493639347286
992,-0.02870489900715093
993,-0.0378397725331123
994,-0.044668803998881325
995,-0.03069226226667897
996,0.010452128524802734
997,-0.013113540251125344
998,-0.03778017971826024
999,-0.015328511103591394
1000,0.0007860531872515529
1001,-0.009126550617080138
1002,-0.026842023708387317
1003,-0.04138597005260915
1004,-0.014892526918188686
1005,-0.021394158498716828
1006,-0.011763948461054195
1007,-0.017365356725863403
1008,-0.009475711496791342
1009,-0.04156639642687329
1010,-0.004905651131957591
1011,-0.027690255272578485
1012,0.009477419362664719
1013,-0.04619390242192681
1014,0.0019300230204723073
1015,-0.029206865458297013
1016,-0.04656595280408082
1017,-0.043584467285795014
1018,-0.04067946399470664
1019,-0.026151538905670957
1020,-0.02453702461896712
1021,-0.04682311166014004
1022,-0.03618804574657875
1023,0.0067961810165269865
1024,-0.0018430301154726061
1025,-0.02800844812675913
1026,-0.036312206498089014
1027,-0.035005296871588355
1028,-0.02546547073467678
1029,-0.05851781472501212
1030,-0.04353182123664603
1031,-0.07207446063580389
1032,-0.031032935130555994
1033,-0.02638419550577225
1034,-0.04929862748432348
1035,-0.00845798345424937
1036,-0.06475185872322019
1037,-0.06981884618947712
1038,-0.03633306223510618
1039,-0.02016680039924499
1040,-0.007712769625125314
1041,-0.05084742661660327
1042,-0.020370375656129088
1043,-0.042984218316020416
1044,-0.04593243015635963
1045,-0.025068272686330693
1046,-0.029952327034790914
1047,-0.07477964106711127
1048,-0.013969679113525726
1049,-0.016142997193351362
1050,-0.05649604202877409
1051,-0.036304282609972406
1052,-0.03457089283472519
1053,-0.03946471941294794
1054,-0.05590652819313942
1055,-0.05855063285670218
1056,-0.0458424755205288
1057,-0.022085509216637288
1058,-0.034872228040050385
1059,-0.053356084918782465
1060,-0.030704796867673474
1061,-0.10329998245816262
1062,-0.023539542128642763
1063,-0.08149020635531912
1064,-0.05412115469732731
1065,-0.06943745165676823
1066,-0.07310469680747106
1067,-0.024156824006903232
1068,-0.05688493894563434
1069,-0.04075363939782212
1070,-0.04877016239109311
1071,-0.03843418491489825
1072,-0.046577016823839974
1073,-0.07390694100913076
1074,-0.0284505773472841
1075,-0.05837502505926018
1076,-0.07975066108011283
1077,-0.057295594175324954
1078,-0.01882748970392474
1079,-0.03194276100709577
1080,-0.05601985419148176
1081,-0.05612667660337395
1082,-0.05566402044373329
1083,-0.0077812335596330814
1084,-0.041757426419456706
1085,-0.04087030518112116
1086,-0.028935524632573817
1087,-0.044830512042861335
1088,-0.05484727906180274
1089,-0.053648607446859335
1090,-0.05120383785360015
1091,-0.050561482455884654
1092,-0.03530469025105866
1093,-0.04885362111919792
1094,-0.035270005790271425
1095,-0.05156241519686249
1096,-0.04839566128174067
1097,-0.08994766347720762
1098,-0.03166738266769308
1099,-0.04306945366700539
1100,-0.03003930813034213
1101,-0.10791990512461225
1102,-0.008217591260233317
1103,-0.052762167247179276
1104,-0.027787010681726818
1105,-0.07072408286631289
1106,-0.03764079097504845
1107,-0.07092989550694301
1108,-0.062297292507682844
1109,-0.011496633116916635
1110,-0.05354127742546638
1111,-0.04532436844105064
1112,-0.03221210052411923
1113,-0.039635285307522056
1114,-0.046471058042166384
1115,-0.0421057812713954
1116,-0.0012573143326750288
1117,-0.050393694173333656
1118,-0.045130105402795044
1119,-0.028044851353700852
1120,-0.026848367798406176
1121,-0.025114331682224204
1122,-0.035971499235647034
1123,-0.07149249324389333
1124,-0.015845192457342568
1125,-0.07131730773593684
1126,-0.042209428343318596
1127,-0.06321456624747615
1128,-0.04927391491312124
1129,-0.04127319943455858
1130,-0.04127381818609899
1131,-0.039110292208376196
1132,-0.015117471878780882
1133,-0.03815926206631312
1134,-0.05194660868359304
1135,-0.027610554184821983
1136,-0.02292702015422705
1137,-0.07108804701352743
1138,-0.03440269654156684
1139,-0.03213741528895406
1140,-0.05191769635043359
1141,-0.018253249560740065
1142,-0.04856488041091829
1143,-0.04284406610523493
1144,-0.04860432264301985
1145,-0.04461408193739309
1146,-0.06662944882975538
1147,-0.07327877858911018
1148,-0.012357025779068748
1149,-0.06095129544044677
1150,-0.06360045572354753
1151,-0.08659657404244056
1152,-0.0560598169191979
1153,-0.06948986000646996
1154,-0.009930940337947551
1155,-0.022313804067465633
1156,-0.05600780409235583
1157,0.003073492028116874
1158,-0.02206614374147682
1159,-0.04792014044342342
1160,-0.09112954404590691
1161,0.004963618836885349
1162,-0.06835639932747986
1163,-0.07317858584742898
1164,-0.01952083615664954
1165,0.009125166632561604
1166,-0.011678094866303754
1167,-0.02777510225543639
1168,-0.02684402594722597
1169,-0.021352755849978023
1170,-0.022920607400216366
1171,-0.03214965300076115
1172,-0.03535998436863802
1173,-0.03836264960375123
1174,-0.051853148373400645
1175,-0.04204675032869398
1176,-0.06994813397603947
1177,-0.03770793025910485
1178,-0.05516152581331816
1179,-0.057106517020829424
1180,-0.03107837121578661
1181,-0.00647426447777914
1182,-0.015582602648014577
1183,-0.06499017653872796
1184,-0.0530005989074115
1185,-0.014017163350036381
1186,-0.05210360268301238
1187,-0.036564540156195605
1188,-0.02068565035878398
1189,-0.05066522797673906
1190,-0.028799345488932537
1191,-0.05719279158279551
1192,-0.042142009433293826
1193,-0.023318381300696984
1194,-0.06117028670622253
1195,-0.0200943783116442
