Tick,Pulsar_0,Pulsar_1,Pulsar_2,Pulsar_3,Pulsar_4,Pulsar_5,Pulsar_6,Pulsar_7,Pulsar_8,Pulsar_9,Pulsar_10,Pulsar_11,Pulsar_12,Pulsar_13,Pulsar_14
16,-0.11622508537980827,-0.1646445100004703,-0.2311753327713562,-1.6619700208632122,-2.7875804362379113,0.17244261129315272,-1.265373927031707,-0.7088343888901949,1.6638204706793052,0.36911502640656535,-0.7063488752808667,-0.5173622720063841,0.18956562988804906,-0.13695260730769662,-0.13692137693084439
17,-0.3026054689732199,-0.7991651667389869,0.24808221195689636,-0.7787194525613828,-0.9984114541990661,-0.3550281275748997,-0.22276713637611067,-1.0395402093292048,0.032249620323996434,0.3106645241701718,0.9161974811623002,0.4014833543759328,0.6048050925161043,0.10265935387171367,-0.015142201995389824
18,-1.4858962106284743,0.9119597416373723,-0.940619992062513,0.39480376123815064,-0.8126879218408947,-1.2091914462754787,-0.4509497433624326,0.11857329616432112,-1.4289103382605641,-1.0831539503532253,-0.31783888479853134,2.2413324117932283,-0.06150585369594108,0.34497005455324675,-0.10819912332229774
19,-0.7234344760951048,1.1142621361905116,-0.03892040604258342,0.07617382715698505,0.891013965094331,-0.26090175638181284,0.49069490107642116,-1.1316910607549944,-1.0921587469983962,-0.4588701231225391,-1.2090248360131735,1.256013132501757,0.29435613149892936,-1.5050732335693895,1.0000347543003454
20,-0.4629362354411858,-2.0564938404688142,0.7640719015304046,-0.38400617351215544,-0.3746696235949122,2.07871390750938,0.4541927078765588,-2.267678769451752,0.450389737697811,1.0718202467115099,0.002627917045763404,-0.2643565921001177,0.8952562042228905,0.7474997243405886,1.1366599722492983
21,1.0623946889822522,-0.08003182021603665,0.2062456556648396,0.04392813846986882,-0.8697294989601433,1.582776713103797,-1.6630723587424396,-1.3367417829209427,0.37189477384689357,-0.0336071816548573,0.015376351437527769,-2.1108275259561093,-1.3092181112855192,1.5869149890738519,-0.521158318857382
22,0.34533210713053386,1.1069531388715779,0.28310807194474535,0.9565415808968009,0.7885817599953502,0.5318706645531851,-1.384610398118762,-0.08193696072537855,-0.025004225472228442,-0.29722987820915864,1.7002709374258498,-0.20027844884831303,-0.7500950742627001,0.227336182604115,-0.6187186944709507
23,-1.7718334276437124,-0.09073360623141646,0.46821079772658775,0.6566064625506617,-1.2553364156258167,0.20970590211561188,0.03353247428820511,0.7257157746321637,2.2521242199447293,2.09804374489035,2.261046746709029,-0.6623185680533362,0.8585154416012113,1.7042184658475779,-0.2679657021644541
24,0.32570035832168387,0.7138535601825564,-1.8723713166042426,-0.18184543335185227,-2.391707544675085,-0.24152927603289304,-0.9820570342809397,1.0897786727217658,2.156856093645615,-1.3124843423067467,-0.7718333310137533,-0.9467256087122914,1.5444573657032177,-1.3601493436404666,-2.4434960696166654
25,-0.38700290220815775,0.3734908125771887,0.5815956724162031,0.9703633658049127,-0.17171027226603913,0.5452953274000537,-0.009558089514595951,1.5095585172529733,0.10315231135312589,0.8855079352343483,-1.6319727687140586,-0.8287947901160269,-0.8070448050496204,0.3963388253911223,-0.30102726060345913
26,-0.6802981908275242,0.37994234694256573,-0.7148860973636885,-0.8598896881250282,-1.5659866317283246,-0.33572755958588507,0.26362604170537013,0.46092224483030125,0.3774666335126233,-0.07726059343754757,-0.6323804782863758,1.0211001622897755,1.425068441914007,0.06529196750829552,0.2748593454366351
27,0.6147270623239538,-0.305776554333911,-1.0508325798286062,-0.30621612466392295,-1.578652165946135,0.11275319789918728,-2.4062783763984106,0.5112677234018482,0.733754849723283,-1.7358720696190857,0.11858737321642839,-0.9165129614495893,-2.0746169184499923,0.3842657595330024,-0.801889704552411
28,1.0361416966519335,-1.2773189372145664,-0.9185420269251566,-0.32350966052908936,0.4279317761285007,0.07949466142879044,0.512547211742707,-0.6504645373142163,0.8024740105682102,-0.8829060575499961,-0.3932767217062107,-1.6371697862410048,0.49812306867681916,-0.8790326751725113,-0.27126649317021334
29,0.9359249365540442,-1.1764726257558913,0.5956230044319095,-1.3429381520128516,0.811801458142734,-0.3853173047613026,-1.2235876210380505,-0.29834455096057155,-1.1499185453161218,0.9366974609521951,-0.2789367373239731,-1.3453751174684148,0.7243610441031796,0.5525655018225292,0.04464175330128187
30,-0.8434031727452649,0.7578111591532042,-0.32414181117893626,-0.3082723794495947,0.7060648292697291,-1.200763027075358,0.46106183663772415,2.1853622511715436,1.3164399327634109,-0.3322086445652805,-0.8036293971856967,0.9133608579298443,-0.4400801941669805,0.27245581971228433,-0.7257591011713828
31,-0.3107545917815991,0.03646804469581223,-1.6724353569194614,-2.013527083774091,0.6792480643395172,-0.9622251585034861,-0.2697600281294128,0.5205608637855369,-0.9375345965924279,-2.119911623678499,-1.4661876117140538,-0.26157179174704326,-0.3443216267235592,-0.5727839116250035,0.27948814437389125
32,0.33291562834315297,-0.15714606196850356,0.49419834590584794,1.8532994724166958,1.4549560137490523,1.2175792023700591,-0.5401092941007043,-0.07255964605139986,1.2740834019552603,0.9017607024180012,-0.8426001443301088,-1.4049265037727883,-0.4957210393578281,1.1695314403601322,-0.735615280942343
33,0.9804107190370277,-0.4788210145414816,-1.371158468379533,-1.0641832857275704,-2.423521633326261,-0.5806500759292145,1.2086238400066294,-1.0212658642709223,-0.5185767716266784,-1.3613051935777924,1.9450587988230155,-0.7172753644197483,-0.6346724067818572,-0.6960705289663891,1.9291303329518235
34,-0.4815641491190562,-0.28000076793758205,0.18753834321431012,1.6538426985103385,0.7189714550062914,0.7400712449886104,0.3666453545681259,0.03389860999650429,0.6583153950264764,0.7010778701930728,-0.33627879092920426,0.7272283507207815,1.6149943181970232,-0.09563654615573845,-1.2979499790794504
35,-0.18658496234159477,1.060740869038913,0.07953325804172075,0.0414708718085007,-0.5907036316127258,-0.3944875041677087,0.9507497329806859,0.8527225055322585,0.10240599070419214,2.246821998879699,-0.7102638887445051,-1.2283859251415987,1.0347991950574766,0.1195601091934854,0.6397685382534145
36,-1.1118528884056595,-0.27579869159129694,0.9362240098777732,0.7313896523756259,-0.3864128777935699,-0.6042436799368979,0.2511830990554272,1.0150103542751843,-0.8586283204104207,0.654551559344541,-1.7479091101648536,0.029048485471384146,1.759031079388826,-0.6703105573044642,-0.47633961221346527
37,-1.2021727789171655,-1.2802084779427387,1.9791448688224809,-0.28134580136376264,1.029746004080169,0.3421751811341952,0.6665897105854439,0.27500414904940595,-1.824850068367488,1.4079557783803933,-1.204498818221102,-0.36176416428921887,0.08263916502502769,-0.716449961249765,0.8261927192392017
38,0.8165783454010652,0.7017307949075946,-1.4724973978285962,0.07182200615150335,-2.0296144933552553,-1.4440318365515696,0.29821759048351815,0.16108028027984875,-0.3787326039370448,-1.1633359476319627,1.3389991026366164,-0.21505506071370858,0.06491119017266314,-0.6959506591386281,0.6466354203599645
39,1.3630043599522212,-0.2799010097348868,-0.028089358551047626,0.44991097664300284,-1.7789666856406028,-1.1696020661753255,-0.09694490938073803,-0.17522604311131687,-0.8146165781460912,-1.282121489591696,1.020407362885533,-0.915043321672122,-0.8830331581686451,-2.3964584955453394,1.840874858318405
40,-0.07236927653441484,0.03545098110731598,-0.27892619067608954,0.6708487957331476,0.6577864342546313,1.2699100336840894,1.0364280402118007,-0.3336015784055501,0.9002764080275492,1.0027741935329615,0.6970821166615877,0.8772799761291326,-0.77172740871953,-0.044122892655510386,0.2792237124986832
41,1.0085380805517852,1.5582096216120824,0.18261197004494803,0.5842024700781652,0.2990512926429701,-0.5731422721769922,0.27130037212507035,0.27670870982151097,0.4409059021033764,-0.6217107978551097,-1.1607633013545897,1.4531946427306532,-0.4219169604386817,0.07902837427102494,-0.47601654104529845
42,0.36343970718452817,-0.04044650158220424,0.215529651403258,-0.41958737104076205,0.08311593252673109,-0.7875021756127083,2.263165218712959,1.0361195339298048,-0.46808396991843654,-0.35416499449697375,-1.6397968851123332,0.7671711687426295,0.6513675824780614,-0.2610903266133493,0.5508465967005222
43,-0.6483373294509529,0.3255400390276243,-0.39070447971663336,-0.3875121207837777,-0.9168800930229309,1.408191836385477,0.7256016996053947,1.1656156301900753,1.210592635878728,1.5388702100043723,0.9112263130703774,-0.2702008921184734,-0.7682505771274739,2.3541885184296887,1.1819977283377507
44,0.3631980885379231,-1.202842325068997,-0.26155587385234913,-1.6105454066659652,0.6050676634597593,0.5897033406540801,-1.2392723378401909,0.6709098652183723,-0.610476368820228,-0.3060524570440022,0.6831956393309122,-0.6102354735821891,-0.4364406677816895,0.4841362653875048,0.1115755695449867
45,1.5457076193718822,-0.30470614579502076,-1.083869351565617,0.29868710209584876,0.42525553583667985,-0.5664274995531365,-0.20871493034779934,1.7211052902409183,-1.4233569686412781,0.5099032155484075,-0.39075397221650676,0.32155171566232993,0.8355939242265658,-0.44313423489727544,-1.2358819345239076
46,-0.03600472370524255,0.6136179849200891,0.8894410457950419,1.0654731690461408,0.25390424041986526,0.6581702177103983,0.3542055562079288,-2.6051442260702693,0.4918765088235579,0.8208774124897855,1.0420031117072757,-0.23199689731370288,-0.7048394371417583,0.6148525388167133,-0.34559529437402914
47,1.5724474132306645,-1.646533736616861,0.6835045418332307,1.4078287621384367,-0.9070610009772734,0.10327622641223937,-0.5177778540995439,-0.9703590949039839,1.5826457695285276,-0.0722505385829858,-0.2870167333453728,-0.41551505637497954,-0.7145976946079039,-1.0212394851831554,-0.23893789704686977
48,-2.6328112455142327,0.3450831151474369,0.8948628046856646,0.685742501768323,0.013135590491796594,-0.14898066750627545,1.044386994154518,0.07052025501654768,-1.2821806914650895,0.6617016265842214,-1.759772522458685,0.3322531141416046,-0.7907431470813093,1.2745743894278885,0.9145983814358598
49,0.8260017941658767,0.056110884077196575,-0.32784387255337455,-0.8853041197262592,0.5894677432289981,0.17207493735267698,0.744999330660524,-0.7029822781882928,-0.4430954039325607,-0.833141163140981,-1.6227710370284334,-2.5861366635287917,-0.3897801739899199,-0.5005679260121356,-0.49504568929853043
50,0.08748122089768434,0.03666233855136163,-0.6592733750828158,-1.699121825992416,1.0163072146000192,-0.6707508484433404,-1.0405205655350047,-0.6483989818305352,-0.13697062937118915,0.5042791049700373,0.3032077776355385,-0.46843578157600224,0.809081822403282,0.8524409716376606,-0.4974461322298385
51,-0.30049866819828713,1.0571642928414506,-1.2266966415750193,1.0581198988232159,-0.4417291477726899,-0.02114049328236304,1.3795939360669491,-1.609815925064085,2.8908240582668396,0.7019258402986437,0.7313981664063056,1.096203113187192,-0.6613660568686406,0.06867055745297251,0.051616839738330936
52,0.09221843910792663,0.33057908401800257,0.30553064400555807,-1.8067562187173312,-0.4397591186333228,0.6102923290818957,-0.645947932399202,0.08297594964619061,0.3807736659193395,0.13810379040421183,-0.560711132738731,-0.03719940325498501,-0.43632954169303373,0.7775092756422023,-0.4507696847771533
53,-1.997482038014522,1.5921340728318705,-1.2464729620604855,-0.07495478508042988,-0.28182311138571897,0.7057409037244159,-0.2279431753904638,1.38369719757969,0.2322493648299815,0.7602031633374549,-1.053544856097837,1.09231667248183,-0.6680249553770132,-0.1301105048281265,-0.36859665827323873
54,-0.22076751502238137,-0.9850241608878937,1.9881219469183515,-0.1712895941162297,0.6317321648297488,-0.10647595625492812,-0.6273499978814807,0.5669278756699021,0.3142910236367354,1.0291393984834072,2.0369024557304507,-0.9578524376472078,-0.8369665018651469,-0.7989529417327214,0.07216294488613047
55,0.35889369264316906,0.1168330532263423,-1.3215655636389774,-0.12272857727006758,-0.8015247659762939,0.16741795375472318,0.6585366224272665,-0.7017292330190815,-1.6587397856378905,0.15327166455927788,-0.18689554548791823,0.06267915428072025,-0.5724299925734216,-1.3717584599332058,0.6404660791055865
56,1.4852651330847508,0.0037876384515475657,0.25153862953700373,-0.18603538227639843,-2.9680522118119255,-1.3970685790473971,-0.7746382310612615,0.5106239922530899,-1.3125751742053082,2.2993212216501124,1.634136936199912,-0.08718060089815814,0.4620262719604332,-1.895675603366502,-1.025700912086564
57,-0.5208551231781331,-1.0445931533474047,1.721114670154472,0.2353816981025178,1.5738726031190562,0.9746132502340132,-0.6305459918206421,0.965157912284656,0.7231297891078338,3.1956128263754704,-0.5849267589116364,1.0289862522173068,-0.5294717437947813,0.6621396362107177,0.3938675356961872
58,-0.812526014954844,1.0039328244231573,0.4546877845240102,-2.302792604864276,1.5487235716675976,-0.17284371303547302,0.03390474536029918,-1.0133356417295993,-0.6827650791504564,-0.06049660624365426,-1.052224915220446,1.019149074623535,2.0449849198000365,-0.4832601678852773,-0.291432306617051
59,-0.5042595880045926,2.3602845834524695,-0.1745598527700195,0.03651741980049408,-0.8040664532310491,0.061896195331193435,-1.5820099442666065,0.6290478950149039,0.31441725439194435,0.10257414509398337,1.3863382470621575,1.034735929893029,0.5997414941788858,0.8811045299490226,-0.9940935560223847
60,0.919967742621651,-0.06722058548811308,-0.9643286144577986,-2.3492791340523187,-1.5061599021408878,-1.0136840200793638,-1.018825465429712,0.7479357544277976,-1.117692183851877,-1.65596876495974,0.9001106646348982,0.10606591620155592,0.3397135829308878,-1.643530514282394,-1.0122200658700238
61,0.3303907762385303,0.48877272827751245,-1.4509021182761792,0.6699693260622961,-0.33518656680426406,1.7955867671974153,-1.4205708120890985,0.11818682208084613,0.5401214706932841,0.3773830038465713,0.3879513344459541,-1.3919394210751745,0.07826480657199086,2.465916512675292,-0.7411894246603019
62,-0.5324024156878399,0.1138393852270816,0.7549915104615842,-0.4763161172294631,-0.0918224269966344,-0.8008875255674495,-0.12362032609323989,0.9816956420805942,-0.2600791534443749,0.5275579360876952,0.760958135541569,1.128363028485035,-1.1561615558047345,-1.0888611235765184,0.18221620563939678
63,0.5158273863161215,-0.7441992104607678,1.601711490565497,-2.2062926681436696,0.9671695499904904,0.8204371767895768,0.44949301534999775,-1.5021318687402472,-1.7158056565199176,-0.08278360442762757,1.8900091477220031,0.18266946885799784,-1.2573629911205102,-1.0631027499840797,0.6222600109791968
64,0.09756172965510312,-1.8324389401182357,-0.1610685679880819,-0.7818597079687346,0.12508483192504716,-0.9173272564905687,0.5068263688743392,-1.316989421302619,-0.5254050915997122,0.9558903141140735,-0.5736573579718052,-0.17603625706804754,1.0769078414086184,-1.4185099155682461,-0.014322573942205954
65,0.9734761675877358,-0.7613109897457222,-1.0298808154447976,-0.6923331466963027,-1.0056125034162529,0.1500993330230205,0.8763762485948899,0.5005548147582767,-1.4865137167175295,-0.8120474591538295,0.43839297390608667,-0.016260794864832076,1.5797276653999608,-0.34063270138584417,1.27697742574732
66,-0.7055546272890498,-1.3583547079176055,-2.228083619533959,1.322960076972459,-1.2247045098115417,0.6882410887071704,0.8094238883926026,-2.0488187622669916,0.3324099751971393,-1.1370986461988999,0.4268627631102629,0.32795159954312375,-3.0983559380784254,-0.69233377939348,1.1284766069005483
67,-0.329296381905705,1.7280070508788326,-1.230523626542853,0.20750543155005943,0.5660659472029362,-0.2285648618673208,-0.11784389772642984,1.1260528405238515,1.0858730254507345,-0.15373277571456645,-0.9833710871874751,0.5291714387056133,0.5011229253273448,-0.1009596404983533,-0.5115282626398198
68,-0.39406381690056075,-0.09402805872580013,-0.09349866270649151,0.40323367225193507,0.6667536480023013,-0.319586961416975,0.22542975578641,0.31318043553463276,-0.023569234240862873,-0.417276416074323,-1.0265944453762434,0.8080298099826853,1.3094824637850848,0.4445674887414655,-0.1420804842406049
69,-1.4708143198378982,-0.266941246660675,1.6485938453325808,1.3958397757780272,1.578863801728886,0.8939927667140081,0.20610804313953215,0.39407676921519685,1.2229045759629729,0.9736497076237665,1.148864289534775,-0.9818759322845944,-0.43832033797789777,1.5466039932506648,-1.0647362802871807
70,0.29759719533908463,0.8760350588831838,0.5327499427094609,-0.16061294623668254,-1.013168903303856,0.09895983496257946,-2.251913091874713,0.04889497724257022,0.08553262193258274,1.7293925874879477,-1.4680303995990696,-1.8593431263975695,2.121254757589999,-0.26308651778281467,-1.125598379021157
71,0.2623573015645748,-1.1399725665078981,0.47146578221422614,0.73536200283341,2.023284974458206,2.1170295432146755,-1.2982312626961228,0.00044546110168985204,0.24838118337663256,0.11722070149467245,0.4638569168294802,-1.9872058285257461,0.9084889633848036,0.8977147166148576,1.041923535655214
72,0.005138960325072637,-0.7698227957538484,-0.2815467412826477,0.6967282518247562,-1.587314374016259,-0.7224872633773193,-0.37314685616264304,-1.188089510145176,-0.566836237339738,0.4117109098480775,-0.2480931565499044,-0.11401902104621779,0.25928910163946967,0.6722031940991896,-0.22278106043923898
73,-0.23575715127355235,0.08116312735784979,-0.5884848459089442,-1.2440919085093607,0.5000776835012739,-0.7923270516752673,0.08799550232937645,-0.23652784176787953,-0.8901963511245397,-0.8866032624362824,1.4824959376790603,-0.23735732351703134,-0.368997463231487,-1.5958221891236195,2.974161208408651
74,-1.422429991538024,1.109910908926819,1.2481677077925795,1.6481228027005865,-1.4913827542121967,0.6894425328375587,0.4003010528924379,0.2554877597443488,0.9111551533750318,-0.3083646241011488,-0.20195926567355038,0.4283847999033437,-0.0411969933416631,2.902478554912518,-1.7602104613738139
75,-0.422743317439811,0.5264846500250048,0.12570080296225072,-1.360602763480906,-0.909834116404799,-0.5371988012368154,0.4659940326853358,-0.48536135150992227,-0.07642902703775528,-0.21714703809172958,-0.4169727232230471,-0.7872976612819318,-0.36098371051400824,1.9086828752062241,0.4300912166781299
76,-0.3444238264646613,0.2679699347016563,-2.124793493603102,0.9605991178520189,1.3589151222546187,-0.13074761625783735,-1.2806826213596543,0.16511874136896323,0.6459729931758762,1.7505666920391436,1.6915163074873008,-0.018925535499884613,-0.10949724072419417,-0.08051232545985523,-0.2470466218237414
77,-0.8062786769329788,0.12234756536836906,-0.6768847806212178,-1.3891015680832202,0.6472117831658377,0.7880858194785157,0.6520601106497291,-0.9785928536295332,0.22747713999190902,0.5174870858213134,0.6206961367288635,-0.8745129913359253,-0.12930721951619,-0.9401275821627131,0.3012511071483394
78,-0.1620901341707358,0.41047072932851497,-0.9123776533033061,0.613927231769694,-0.6114055248202716,-2.760683723262425,0.5638015125560267,0.3603613536076173,-1.4043063497117048,-0.3382841164068033,0.5155894416967001,0.9778389115720229,-0.5169371540886926,-1.8884330494459411,-1.0158214928476585
79,0.40606608555934365,0.18021921421936068,-0.5753014377996545,1.786734674334145,-0.45159867864702213,-0.4147535263099579,0.5863980250581722,1.4473739335891243,1.2862209216537772,-0.6921967506959457,0.9936108480499897,-0.9591550428753255,-1.8443625054232735,-0.0989533940295056,-1.4333238413946139
80,1.8955933705477641,-1.136914475194787,0.7054116540058275,-0.4693256558369892,0.05819977369370122,-1.7261313858542933,0.8682466896064699,-1.5642172635854694,-1.433400644954543,-0.35842013093101727,-0.9029067134503499,-1.0128409026208947,-0.01202199601704592,-0.03666466692631033,1.1258430459815214
81,0.1754485305167304,0.03667501050554595,-0.11461408835358965,-0.2814877774921352,0.4351444771320865,-1.2096075584551313,0.08188861850994691,-0.0020204009955407374,0.6087868022425255,-1.4587865477654314,0.7847615273613798,-0.7936730601932255,-0.9812575540704626,-2.2247668425223583,-0.547232322235773
82,0.25883493929348694,-1.0915502112544502,0.084735859754075,0.5926338852309015,1.3802042169574043,2.5874763843433612,0.9392792401804336,-2.1714434023054,1.1098760470700697,2.0919265837203938,-0.07712467179696746,-0.1371365808946988,-1.7375228216079892,-0.17220720298768885,1.4044872550726737
83,-0.07481721939504231,0.08544466754034158,1.293082360390352,-0.3204312690324992,-0.312370943807736,0.6666397702690333,-1.0557024614951054,-0.6192916002461963,-1.644979128070103,0.7466262359353871,0.19016322921880788,-0.760889883120308,-0.3427182011107706,0.48041434418673346,-0.28226900352984785
84,-1.9283412059142337,-0.37719685018935517,-0.6094102127649983,2.103520733736302,-1.1899228639047545,1.4245064415413438,-1.0225052686810883,0.6104724386999836,1.8092486958065603,0.3229322560844283,0.9721612268566657,0.1721057904274164,0.3864666601267587,-0.5344222198453219,-0.5140645112590229
85,-0.026646115049852037,2.5497041664179365,1.4681157766684552,0.13463305143727364,0.10229679551109226,-0.17447441468803582,0.6114776100763177,0.09421443929640308,0.8159808629017767,0.5957039462728733,-1.4174852332850671,1.906480286283561,-0.954843991799794,-0.2205136802692967,-0.26077546164518994
86,0.060530611854131465,-0.04333375962451443,-0.6612335526624918,-0.32501087987226107,-0.5691681588489742,0.5457167028302736,-0.503299633429864,0.8168648530895387,0.9944112582889508,1.6675393872778523,0.6734038662208551,1.3875107939823812,-0.9276439832310939,0.5501490923073926,-0.565738601344141
87,2.47552768551842,-1.5441061038477402,0.288428263041349,-0.8709423183074199,-1.4260451965433183,-1.9675047993559367,-0.21823641930200074,0.1358332349640038,-1.4497101650072444,-0.017617327368136038,0.13951659310026185,-0.3370789250969936,1.1658816185975887,-0.7770651221676951,1.8773139745799918
88,-0.19332037704090974,-0.12410938540436148,-0.2580987653022657,-0.8950494255531292,0.19444352410809104,0.8402319793590112,1.868982277317118,-0.17964441725553534,-0.16161155779558625,-0.2764916083772333,-1.5111828572340884,-0.5435459106245066,-0.7661016096250602,-0.583454887943636,1.595588815911299
89,0.30305132843323673,0.5046509670406718,0.04250865447117325,-0.6804206643425318,-0.3578683282682974,-1.0171653489560786,0.4584184975747215,-0.786549020078788,0.23494452700323049,1.4211371350732376,-0.1280556049822007,1.2781314786691313,-1.2614180071902574,-0.28622667979799166,0.3440614716935518
90,-0.03488489681266874,1.6811107291336327,0.1887513514520569,-0.3816619321214498,0.11602568462114211,-0.7557747388192655,0.47227673459616,1.0546059882101968,0.28638446415470903,-0.2514658416944917,-0.3315904869646207,2.073393203853112,0.836641579539362,0.17284092019868227,0.3226575865335425
91,-1.1745068919211936,-0.5274791454737472,0.5261826771775426,-0.29875580895593384,-0.660972915627122,0.6704245584236959,-0.9530602478733771,0.4208781731661656,0.37707454073255503,-1.146614181451355,0.6553143463009338,-0.32951248875500505,-0.03550090606347119,-0.5344043261165865,0.8904288410175561
92,1.1485227142855265,-1.6505708058765427,-0.5147119835444794,-0.786728858112736,0.37262732527400005,0.18405739368143612,-1.896300354210831,-1.6776129761204466,-0.5048302596431012,-1.4254984846440282,-1.6370625910166083,0.22945287485050175,0.18400727507169087,0.36389531880963305,-0.2400897124427398
93,0.7556833453914308,0.7784915545927049,-1.2430621772836605,1.9577848176497348,-1.3968157422977405,0.012967293150154697,-0.25807408338611515,-0.9029084154809905,1.7302508184742564,-0.6236920555012908,1.2600755401334096,0.419780980612396,-0.8279828463951497,-0.08437583136947381,-1.8395270120702676
94,0.7949772680115708,-1.4287618561293423,2.691759005638277,-1.1144247537078116,-0.5145356866865801,-1.0782193490194079,0.7040149188263839,-2.8636895480892948,0.35716261656880616,1.1888615179974749,-0.28342835922589876,-2.137270861471856,0.4122611585078009,0.5166563980053391,1.2393342313674058
95,-0.9139230812094822,-0.3878533296167652,-0.41021134264524817,0.2912569883473683,-0.12499321197752841,0.24449023128520703,-0.24911553169890285,-1.341973515387629,0.2166720095641125,0.7069855229859985,1.0085907915124988,-0.8352062601236763,0.20311322217367286,0.3600778758313491,1.1513280488887452
